name,description,url,cover_image
Athletes Without Borders Podcast,"Athletes Without Borders / AWB STEAM/Sports podcast is to be the preeminent podcast focused on educating, informing, and engaging adults, parents of students, K-12/ College students, or those listeners seeking a career exploration within the STEAM and Sports genres. Through our guests, we will highlight ambassadors in STEAM and Sports, provide dialogue on what it takes to thrive in these industries, provide access to opportunities year-round, and help all of our listeners understand why diversity matters. Follow Us at:  http://awborders.org/ https://linktr.ee/awborders",https://open.spotify.com/show/1sgOPKdz6407GP1sI3sdTt,https://i.scdn.co/image/ab6765630000ba8a779de9bddefc841542376e28
Die Podlisterin,"Humorvoll und mit dem Anspruch der absoluten Subjektivität führt uns Anna, die Podlisterin durch ihre Welt der Podcasts. Genrespezifisch oder nach Kriterien der etwas anderen Art kartografieren sie und ihr ""Sidekick"" Stefan die Podcast-Landschaft nach den ganz eigenen Vorstellungen.",https://open.spotify.com/show/47AIBcr86jaFndeTBpliPv,https://i.scdn.co/image/8bda67d2a514e2f0d16b11307b0435621522c106
Podcast Movement Sessions,"This year, as we enter season four of Podcast Movement Sessions, we're taking a close look at the Society, Culture, and Advocacy tract of PM19. Through conversations recorded on-site in Orlando and audio pulled directly from the Podcast Movement stage, we're tackle some of the most important issues content creators deal with and how podcasting as a medium is unlike any other in showcasing the underrepresented voices of the world in a powerful way. We'll also speak with some of the biggest names in the True Crime genre about balancing their role as advocates and journalists. Plus: a full-circle moment for Podcast Movement as Earlonne Woods and Nigel Poor (co-hosts of Ear Hustle), talk about their journey as podcasters (having won Radiotopia's PodQuest competition back at Podcast Movement 2016), being advocates for criminal justice reform, and how Ear Hustle paved the way for Earlonne's release just this past spring. Subscribe now to Podcast Movement Sessions, the first two episodes of season four will drop on Black Friday (November 29th)!! Season Four of the Podcast Movement Sessions is hosted by Producer Ted Woods, and proudly sponsored by Storyblocks.",https://open.spotify.com/show/6LVyyj6prqNd61nmrB8lXd,https://i.scdn.co/image/c7877edea201f3e17179d55f2de1f457a1d34f2e
Stories And You - Podcast,"This is Stories and You, the show were each week, we explore the stories in every day things. Join, Eunice, Evrim and James, as we talk about the importance of stories, the types of stories we encounter in our lives, and how they make up who we are through our perceptions of the world. Every show we tackle a new topic, whether it be stories from our childhoods, stories we encounter publicly, or those we create ourselves. We consider the way stories are told in music, art and other types of media. Tune in for some funny and reflective commentary about the world, explore through our diverse backgrounds, along with a mixture of music genres to jam with.  We air live on SYN 90.7 FM, Saturdays at 3pm.",https://open.spotify.com/show/4Mzy84KpWlotvho0jN6sDZ,https://i.scdn.co/image/2b3de51a27c619e2ec02f5d0e2297906a07faa60
Creatively Overrated,"In these podcasts, I chat with creative students and industry professionals to learn about their lives, what they do professionally and what they think is overrated within their chosen genre of creativity.",https://open.spotify.com/show/4Iq3WoHch6j5FdSGU43W8S,https://i.scdn.co/image/548782e3ec12f3de6d704011b6877f88e6b821f1
The Crime Vault Files,"Unveil the Darkest Mysteries in ""True Crime Vault Files"" Dive into the shadowy world of unsolved crimes and forgotten cases with ""True Crime Vault Files,"" the podcast that takes you beyond the headlines and into the heart of true crime. Each episode, we unlock the vault to explore chilling mysteries, intriguing investigations, and the enduring quest for justice. Join your host, [HENRY MADU], as we delve into meticulously researched stories that span decades and continents. From cold cases that have baffled investigators for years to recent mysteries that still haunt communities, ""True Crime Vault Files"" brings you the stories that keep you up at night. With expert interviews, firsthand accounts, and a narrative style that places you at the scene, our podcast offers a deep, immersive experience. Whether you’re a seasoned true crime aficionado or new to the genre, ""True Crime Vault Files"" promises to deliver the intrigue, suspense, and storytelling that will keep you coming back for more. Unlock the secrets. Discover the truth. Tune in to ""True Crime Vault Files"" and step inside the vault.",https://open.spotify.com/show/3AyzOP70Ov7AfnEMfZ7Z97,https://i.scdn.co/image/ab6765630000ba8a07889b5d062ced0cfd9f4b7c
The GonnaGeek Show,"GonnaGeek.com Show is a weekly geek news video show (and weekly geek news podcast). Each week we get together to chat about the latest in the world of geek covering a variety of genres including tech news, gaming news, scifi news, science news and space news. Each episode also features a segment that talks about something else geeky such as tech reviews, geek television or even space information. Hosted by Stephen Jondrew, Chris Ferrell and Stargate Pioneer. We broadcast live on Mondays at 5:45pm Pacific and 8:45pm Eastern at www.geeks.live. The full back history can be found at www.gonnageek.com/show/",https://open.spotify.com/show/0z3KphM8GS8DeySFkGjMHZ,https://i.scdn.co/image/0efef810b114fc85f56b97030df090bc50d12883
"The Audio Creator School | Strategies to Sell Podcasts, Audiobooks, Audio Courses and Music","Tune in to the Audio Creator School to learn about how to create and sell audio products, such as audiobooks, audio courses, premium podcasts. You'll hear from successful audio creators of different genres, who share knowledge about all components of a successful audio business.",https://open.spotify.com/show/7I09Rd5EQnnm1my23U87DK,https://i.scdn.co/image/e2c2494b74450db9f6a4b7baa33f4b733d1df344
Reflections by G,"Host Glendalynn Dixon reflects on life, leadership & pop culture. These short episodes are often a tie-in to the Reflections by G blog, sometimes standalone thoughts from a Gen Xer as she looks back on experiences in the tech industry, growing up as an old soul and the occasional deep dive into genre movies.",https://open.spotify.com/show/2ikzu1GPl4iQorBln6dBbT,https://i.scdn.co/image/ab6765630000ba8a0edfa49aeaa3d9aea1e8e5da
Journey to the Mic Podcast,"Welcome to my Voiceover Podcast, Journey to the Mic, starring yours truly, Mike Garcia! A podcast that allows anyone involved in the world of Voice Over, (Voice Over Artist, Voice Coach, Casting Director, Copywriter, etc.) to come and share their story. To share their journey on how they got to where they are now & beyond. In all genres of VO, for commercials, explainers, podcasting, animation, video games, etc., anyone and everyone is welcome. Because your journey is just beginning!",https://open.spotify.com/show/4OTZWMkLfOgVawSlDvAn8K,https://i.scdn.co/image/ab6765630000ba8adf4385c4c391c0a7a8720147
Beat Boulevard,"Välkommen till ""Beat Boulevard"", podcasten som tar dig med på en rytmisk resa genom musikens hjärta. Följ med oss när vi promenerar längs beatsens boulevard och utforskar den mångfaldiga landskapet av ljud, genrer som vi skapar med hjälp av våra nya vän A och I",https://open.spotify.com/show/5iJqOchuSaiRLzRO1DMAdd,https://i.scdn.co/image/ab6765630000ba8a386ee47f96db8c1d98ba6373
Why So Curious,Why So Curious is a podcast for the highly intellectual people of the society. The genre of the podcast goes beyond stereotypic thoughts of the society and it's an attempt to unleash the lesser preached domains prevailing within the society. It will take you to a completely different level of understanding of human behaviour and their nature of existence.,https://open.spotify.com/show/5IHp8eXmFpAtjeBG96bQjf,https://i.scdn.co/image/ab6765630000ba8a079a4564f3b0c12d95186387
The Amphibian Press Podcast,"We chat with authors of genres fiction about their craft, the next project on their horizon, and life as at author. New episodes are released every other Tuesday on YouTube and your favorite podcast streaming site. Make sure you subscribe to our channel and don't forget: if you're one of our VIPs you'll get the episode early, plus be entered into the author's giveaway!",https://open.spotify.com/show/11woOZ3XmgrEDzq7qlN2PL,https://i.scdn.co/image/b137ab710784517f69293e7cf161728214b58ecb
Disquette,"Un podcast, aussi disponible sur YouTube avec des images et des vidéos, où l'on parle de l'actualité de la culture web, de YouTube, de télé-réalité, d'Instagram et de pleins de trucs du genre.",https://open.spotify.com/show/4jFkMGnIfMjRy8pWKFUt9R,https://i.scdn.co/image/770d18633bb323b259c85e0b0819a6ea10b010a2
Book Review Bonanza,"""Book Review Bonanza"" is a weekly podcast where hosts discuss and review the latest and greatest books in all genres. Each episode features lively and insightful discussions of new releases, classic favorites, and hidden gems. Whether you're a voracious reader or just looking for your next great read, ""Book Review Bonanza"" is the perfect show for book lovers of all kinds. Tune in to stay up-to-date on the best books to read and add to your shelves.",https://open.spotify.com/show/4tMWQpDccoKuPxTQ8OgYM1,https://i.scdn.co/image/ab6765630000ba8a0d166a8e4b352bd4b7c1f6ff
Espacio Alternativo Podcast,"Un programa en el que podras escuchar todo tipo de musica, aderesado con nuevas bandas y enterarte de las premisas de la Musica,Cine, Entretenimiento y Tecnologia.  Nuestra Mision: es Difundir musica de diversos Generos Alternativos, Rock, Grunge, Punk, Indie, Etc...  A program where you can listen to all kinds of music, with new bands and learn about the premises of Music, Film, Entertainment, Technology.  Our Mission: to spread the music of diverse Alternative Genres, Rock, Grunge, Punk, Indie, Etc ...",https://open.spotify.com/show/0QsdgO25HysRAXv07VnXOF,https://i.scdn.co/image/09901956f3269f9341cff05d41cf2d5b1a95be7b
On Key Podcast,"Just 5 passionate music fans sitting down for a discussion about the most exciting music trends across genres and decades. Join Ash, Harry, Kim, Ryan, and Feena to hear all about some fantastic music and artists and delve into how we are lead to experience music.   Check out our Spotify to see what we're listening to! https://open.spotify.com/user/ry365t1lrsure6vb18a5widnp?si=24e6d57554cf4a7d",https://open.spotify.com/show/79mJ6KaYiScAY3IcV8e7qp,https://i.scdn.co/image/ab6765630000ba8aa1c96efe8d7043c70f9b3e04
Music Lab,"Music Lab explores topics in music production at a beginner level using Logic Pro X and GarageBand, with an emphasis on electronic music, dance music, hip hop, and singer-songwriter genres.",https://open.spotify.com/show/4i5DJy8BRS4WWvLhrQpIqC,https://i.scdn.co/image/ab6765630000ba8aeeef64c03345c11b6d1af57a
On vit tous une Expérience Client ou une Customer Experience sans le savoir...,"Qu’est-ce que c’est que cette expérience client ou cette Customer Experience dont tout le monde parle ? Dont toutes les entreprises parlent ? Elles veulent quoi au juste ? Qu’on leur raconte comment se déroulent nos achats en ligne, ce qu’on ressent ? Ce qu’on aime ? Ce qu’on n'aime pas ? Et bien oui c’est ça, c’est exactement ça ! Dire ce qu’on a pensé de notre expérience d’achat et de la façon dont la marque nous a accueillie sur son site ou en point de vente ou encore recueillie une fois son panier sur internet abandonné parce que le téléphone sonnait…. mais si rapidement retrouvé avec le même article toujours disponible, et même dans une autre couleur, et en plus avec 10% de réduction parce qu’on s’est inscrit à la newsletter, c’est formidable ce genre d’expérience, et en plus si je parraine quelqu’un j’ai encore une réduc lors de mon prochain achat….. c’est dingue non ? Alors on parraine, on en parle autour de soi, on vit une expérience client fantastique, formidable, on recommande, on fait un buzz positif, et on share …. On partage, et nos amis like, c’est viral, … c’est ça une joyeuse expérience client, une happy Customer Experience et c’est grâce à des solutions informatiques comme celles de SAP Customer Experience qu’on vit de formidables « digital moments » et qu’on arrive à shopper, acheter et à satisfaire notre statut de cliente privilégiée, car oui, nos avis comptent et plus que jamais nous méritons tous de vivre une Customer Experience de qualité. Alors découvrez sans plus tarder l’acteur majeur SAP qui fait de nos moments de shopping en point de vente ou sur internet des moments privilégiés, des moments où l’on se sent aimés et pendant lesquels l’offre Customer Experience optimise, organise, fluidifie nos parcours d’achat…. Lors de ces podcasts l’équipe SAP Customer Experience nous livre ses secrets, et nous raconte comment aider les entreprises à se transformer pour nous faire vivre des moments doux, heureux, fluides et sans encombres car ils perfectionnent notre SAP Customer Experience jour après jour…. Bonne écoute !  Hébergé par Ausha. Visitez ausha.co/fr/politique-de-confidentialite pour plus d'informations.",https://open.spotify.com/show/52exip2GwW7fECduJOpLhQ,https://i.scdn.co/image/ab6765630000ba8a0afcb6961c2463a43a6d344b
The Podcaster Tales,"Welcome to ""The Podcaster Tales"", your one-stop destination for captivating stories from every genre imaginable. Join us on a thrilling audio journey where each episode unveils a new world of Fairy Tales, suspense, Drama, Comical, Technology, Timeless Classics, Emotional.  In our podcast channel, we bring you a diverse collection of stories that cater to all tastes and preferences. From gripping mysteries that will keep you on the edge of your seat to heartwarming tales that will touch your soul. So, sit back, relax and let your imagination take flight as we transport you to a different world.",https://open.spotify.com/show/1hesRvD0KrsgUDnI2GT37Z,https://i.scdn.co/image/ab6765630000ba8a574129c70445bb3bab210c92
Erreur 404 - Business non connecté,"Dans ce podcast, je vous présente les meilleures solutions pour passer votre entreprise à l‘ère du digital. Suivez les dernières nouveautés pour gagnez du temps, optimisez vos coûts et automatiser votre travail. Vous découvrirez comment d‘autres entrepreneurs ont investi dans le numérique, et augmenté leur rentabilité drastiquement.  Vous êtes du genre à prendre des notes sur papier ou gérer vos fiches clients sur Excel ? Alors ce podcast est fait pour vous, on vous présente également les dernières nouveautés pour vous faciliter la vie et boostez votre productivité. Wordpress, Google Analytics, Woocommerce, Google Ads, Facebook ads, Test A/B... c‘est le bon endroit pour en parler !  Des questions ? N‘hésitez pas à m‘envoyer un petit message sur Linkedin https://www.linkedin.com/in/doduykevin/ Un projet ? C‘est par ici : https://budspaces.fr",https://open.spotify.com/show/4Jz5gdJDm5FaRdAQ2fQ0nv,https://i.scdn.co/image/ab6765630000ba8a30eafaa4fceeaaef7f34758a
Voice Of Da Streets,"We are the voice of the people. A generation raised by Hip Hop. Not the music genre but the culture as a whole. Every part of hip hop that contributed to the culture as a whole. We cannot even begin to define Hip Hop, because it has become too big and has influenced most of the world. We want to continue to connect the dots between the culture and the streets, for they have become one in the same. From music to fashion, art, technology and many more things.",https://open.spotify.com/show/2Hypi5RFELbUwxwmdioJO7,https://i.scdn.co/image/d56ad0d7066ac355d5a150c00fe7c7dccc6a79ba
Big Mic Show,A fusion of sharp political analysis mixed with the best from every genre of music. Taking you back with the classics and rocking with the hottest new music from DJ DougieBoy. Interviews with artists and politicians will keep you educated and entertained.,https://open.spotify.com/show/2wxTSnqvHEExnNoYxBuhnU,https://i.scdn.co/image/ab6765630000ba8af88f60d8352acaad80545984
Behind The Next Little Thing,"Thinking about starting a podcast but struggling to get it going? Many podcasters just wing it and start their own shows without proper guidance or planning, and it's common for them to fade away after facing a tiny bit of resistance. Don't let your podcast suffer the same fate! Join Tom and Tracy Hazzard as they go Behind The Next Little Thing.This show is a creation peak right into their newly launched podcast, The Next Little Thing. Here, Tom and Tracy peel back the curtain to reveal their well-kept secrets in designing, planning, and starting a podcast. They break down the complex decision-making process to demonstrate what it takes to launch as quickly as possible.The duo delves into the intricacies of naming your show, choosing episode titles, and writing enticing intro and outro scripts. They also teach topics like picking appropriate voiceovers and creating eye-catching cover arts. Discover the solution to any roadblock that hinders you from starting an excellent show of your own.Tom and Tracy's unparalleled experience in the podcasting industry delivers informative and engaging episodes. Their powerful partnership resulted in Podetize, the largest podcast post-production company with a state-of-the-art hosting platform.They boast a repertoire of great shows on many genres, types, scopes, and topics. Tom and Tracy have helped launch more than 600 podcast shows. Their roster has less than a 7% pod fade rate, thanks to the unmatched behind-the-scenes support they provide to every client.To keep their mindset fresh and strategies up-to-date, Tom and Tracy launch a new podcast every single year. This includes: WTFFF?! (about 3D printing), Product Launch Hazzards (about product development), New Trust Economy (about Blockchain and cryptocurrency), Feed Your Brand (about podcasting growth and tactics), The Binge Factor (about successful podcasters and their monetization strategies), and The Next Little Thing (about underrated product reviews).This unique endeavor made Tom and Tracy two of the most reliable podcast launch experts. By experiencing first-hand how a show keeps up with changing trends, they know the strategies that truly work right now. They understand which positive patterns to maintain and the negative aspects to address immediately. This separates them from established gurus who share old techniques that fall short when utilized today.Above all, Behind The Next Little Thing Podcast is all about transparency. Tom and Tracy do not simply tease superficial advice for you to assemble and make sense on your own. Instead, nothing is held back. They dissect every practice with the highest chance of delivering the most rewarding results. And, with episodes released often, you can binge-listen and pick which discussions contain the specific answers you need now.Podcasting is a fluid process. Launching a show is the first step in a continuous journey of learning, adjusting, tweaking, and evaluating. Tune in as Tom and Tracy Hazzard guide you in making that crucial step correctly. Start a podcast right away that reflects your values, serves your purpose, and attracts a huge number of downloads. It's time to go Behind The Next Little Thing!",https://open.spotify.com/show/0IFBG5shw6bB5d3SxY4dT2,https://i.scdn.co/image/ab6765630000ba8ac84c36d819f1a02bd6a57945
The Adventures of Indiana Jim,"A lighthearted look at life at the intersection of creativity, entertainment and technology from one of the singular personalities in podcasting. Indiana Jim covers the art and craft of writing Science Fiction and Fantasy, genre movie and TV opinion and analysis, book reviews, free speech and ethics in the age of Social Media, and an everyman’s perspective on developments in technology.  Starting as a regular “voicemailer” to the pioneering podcast ‘Slice of SciFi’, and contributor of comedy to ‘Michael & Evo’s Wingin’ It’, Indy goes back to the earliest days of podcasting, before the days of the brands and big media companies. He was a finalist in 2009 for a Parsec Award, given annually at Dragon*Con for excellence in genre entertainment podcasting, for his full-cast fan Audio Drama Star Wars – Codename: Starkeeper. He is also an author of Science Fiction and Fantasy and erstwhile Gaming YouTuber.",https://open.spotify.com/show/1GLoRKwJHBRqIoDYVnQmQ8,https://i.scdn.co/image/de1fe15961923cf49c1df298af18b26193948b7f
Think Different.,"Bonjour et bienvenue sur le podcast Think Different. Je m'appelle Alexandre et je fais ce podcast qui va parler essentiellement de Apple, mais aussi de la technologie en générale. Et notamment de certaines particularités de la firme américaine, des secrets, des informations en tout genre mais également de l'actualité Tech. Que ce soit sur Apple ou sur d'autres marques en revanche ces actualités seront moins nombreuses. Je vais essayer de vous sortir un Podcasts toutes les semaines, à voir si c'est quelque chose qui prend beaucoup de temps ou pas. Merci beaucoup de m'écouter si jamais vous",https://open.spotify.com/show/6r6kTXhHVXlyf5g09bJUQD,https://i.scdn.co/image/ab6765630000ba8a3bceec19182909575a0cc85e
LighterFluidAddicts (LFA),"We are a duo of podcasters from different countries and different cultures. We decided to make this podcast to share our current thoughts for ourselves. But then decided to publish it anyway. We talk about random stuff, like politics, gaming news, concerning topics, science, movies, music. We don't have any specific genre. We talk about what we like. Hope you enjoy our stuffs.",https://open.spotify.com/show/5U7WhVhLJg0ExitAzBMoWM,https://i.scdn.co/image/ab6765630000ba8af2ae05eefb7f8f11ab8aa719
The Podcast Pizza,"Podcasts are like pizza... everyone has their favorites... some are pretty basic but provide precisely the taste you're looking for... some have really unique ingredients that appeal to a select few... but at the end of the day, you may wonder just what it is that makes a great pizza... but doggone it, you know what you like.  We talk with some of your favorite podcasters to find out what it is that they looked for to provide just the ingredients to get their podcast flavor, how they made it and what advice they have for others looking to find their own special sauce.  Join Jeff, aka groundedGeek, host of the pop culture podcast ""The Podcast is Real"" as he talks to other podcasts from a variety of genres and backgrounds to discuss why they got into podcasting, how they got started, how they overcame obstacles and found their niche in the podcasting world.  And since our guests come from around the world, of course we have to find out what they like on actual pizza where they hail from.  Podcasts and pizza, my two favorite P words... let's grab a slice!  Food vector created by freepik - www.freepik.com",https://open.spotify.com/show/72fuyDLy4za7P4wo6VHbia,https://i.scdn.co/image/a48fc8792db27c925018555cce04b1c4d40b04ab
We speak One Language: SCI-FI,"Welcome to the MCSFO Podcast, where we speak One Language:  SCI-FI  Each week, our team of podcast hosts will dissect our favorite sf/f comic movies, novels & TV shows.  Discuss diversity & inclusion or lack thereof, in the sf/fantasy & comic book genres. We'll dive deep into new technology and gaming used in these worlds.  And announce news on special events produced by MCSFO.",https://open.spotify.com/show/5w2TGGw6HLUwMYkEXgvAGX,https://i.scdn.co/image/ab6765630000ba8af99e24ff4b4713075c8434d0
Shalisa Marie Radio ,"Please get ready and hold on to your seats for this huge platform that HMBLE Productions is about to present to you: SHALISA MARIE RADIO! This will be a platform where we discuss the most intense, uncomfortable, steamy, yet RAW topics to date. This discussions will be held with myself along with guest co hosts every other week. The second avenue to this platform is to help provide a platform for up and coming LOCAL artists of all genres who need a helping hand in building their own audience, getting their music heard, and creating a market value for them to succeed. This is the beginning of something new and I am beyond grateful to be the leader in this huge project. HMBLE PRODUCTIONS presents SHALISA MARIE RADIO. Let's make this universal.",https://open.spotify.com/show/3imzbp7MVlfpzqgyYjQC9F,https://i.scdn.co/image/88a4d2cf4f0df1d935a7a031b2bdae73ae76eea5
NateWorks,"Anything in my head, there is no specific genre or theme that I will talk about. So, please bear with me ! For any question or inputs, you can buzz me at IG @natanieldp or email natanieldp@outlook.com.",https://open.spotify.com/show/3zbnpDq9pLC7QPx94zRrPO,https://i.scdn.co/image/e43aca262688b357e148b59dea30ede1df119d68
Iconic & Ironic,"I speak on all topics and matters, with no specific genre or specifications. No filter, just truth and opinions on the truth. My sessions jump from fashion to politics, trials to games, books to celebrities. This podcast's segments have no rhyme or reason, it's just iconic & ironic.",https://open.spotify.com/show/03U2cqvzBihGr2qL7tEyhX,https://i.scdn.co/image/ab6765630000ba8a0f22c22fb4c6d8087f0ad3e0
"Détrompez-vous, le podcast d'ELEPHANT","Le pouvoir du contenu : digital, événementiel & vidéo. ELEPHANT, société de production, aide les marques et les entreprises à se rapprocher de leurs publics, donner du sens, créer l’envie. Avec un argument : produire des contenus exigeants, audacieux, créatifs. Nous sommes convaincus que le contenu a le pouvoir de changer les choses. Et le contenu c’est notre métier, dans tous les genres, dans tous les formats, pour tous les médias.",https://open.spotify.com/show/3ote4iyFjQid5rIvTsTGTd,https://i.scdn.co/image/ab6765630000ba8aeffaa7fb3cbbef0d73c45e5e
Film Fellowship,"Film Fellowship is a podcast that will change your perspective on cinema!  We are two filmmakers Raphael Moran (Director, Producer) and Thomas Walters (Writer) and in each episode we will take you on a cinematic adventure! You will hear in each episode everything from interviews with professional filmmakers, to our favourite genres and directors, fun facts and film history!!  To get InTouch with us please go to “raphaelmoran.co.uk/contact“.  Sit back, relax and enjoy this cinematic podcast.  Podcast by Moran Audio",https://open.spotify.com/show/0r7ugHGnN0vx6GOEQOH0OM,https://i.scdn.co/image/9abb61710e7a9339e88a0060ecbff68df82643fd
Le PodCast pour L'Actu - Podcast & Blog d'actualité,#FR #QC  L'Actu ( LActu.ca ) est un Podcast / Blog d'actualité de tous genres principalement concentré dans le monde de la technologie & de média culturel.   Site Web : lactu.ca   Youtube : YT.lactu.ca   Facebook : FB.lactu.ca   Twitch : LIVE.lactu.ca    Une Production : mapprod.co,https://open.spotify.com/show/6dPZ1Esz4eQqUk43fdOVzX,https://i.scdn.co/image/070bda9af01203f03fd93da2a930c347efb123f9
PodOn Podcast,"Welcome to the PodOn Podcast! We launched to help you, the curious and scrappy podcaster, learn what it takes to launch, maintain, and grow your podcast. We provide best practices in 15-minute episodes, complemented with interviews of industry experts and podcasters across all genres. If you’re a podcaster, we would love to hear your story and your feedback. If you love this podcast, please subscribe and share it with your friends.  PodOn is hosted by TJ Bonaventura and Julian Lewis, founders of the full-service podcast media company based in San Francisco, StudioPod. If you want more details on how to fully record and produce your podcast with our services, check out our website (http://studiopodsf.com). You can also send us an email (info@studiopodsf.com) or contact us through our social media channels (@studiopodsf).",https://open.spotify.com/show/2G1TnfzUvJHyX2LiVIRx60,https://i.scdn.co/image/ab6765630000ba8a8b2c9c9a5af45baab7e6b4d6
The Lounge After Dark,A Podcast about a multitude of topics from a variety of genres. They will be presented from the Black perspective.,https://open.spotify.com/show/1h1sZbjK9YhzWnYHAzGzTU,https://i.scdn.co/image/ab6765630000ba8a3ec6b318111bd57465e2a671
The Working Gamer,"Gaming podcasts, discussions and interviews. Includes various game genres including simulation, indie, RPG and more.",https://open.spotify.com/show/3FKRq9YY5V63evVcFyZQUY,https://i.scdn.co/image/bdb5902f41284f61b2ba9d701197f63d87b2e9b8
Skæv Strøm Snak,"Skæv Strøm er et Tech-makkerskab mellem Martin Exner, Nick Holmberg og Christian Toft.  Vi er alle 3 it-pædagogisk personale og nørder indenfor forskellige genrer af nørderi. Derfor handler den danske podcast Skæv Strøm Snak primært om nørderi og tech.  Vi sætter fokus på emner som Micro:bits, Rollespil, (børn og) sociale medier, fremtiden indenfor tech (eks. VR/AR/MR og computational thinking).   Ved siden af podcasten om tech og nørderi, har vi også Youtube-kanalen Skæv Strøm, som er børne- og voksenvenlig, med fokus på leg og kreativitet indenfor det digitale felt. 🛠🤖👌Kom ind og kig med!",https://open.spotify.com/show/4J0mJr5y9wNqOjRR92Kvu1,https://i.scdn.co/image/12a3b957af77c6d469efa2c09226bc28a9516f55
Baat-Cheat With Jay,What is 'Baat-CHEAT'? Explore the new Genre of 'Apka Apna' Podcaster Jay. Its a new podcast interview segment where we discuss the journey from scratch to star. Some great guests with crazy stories. Make sure you listen and share it with your friends.,https://open.spotify.com/show/7ErimuEuigTXlatiCjmeV8,https://i.scdn.co/image/ab6765630000ba8a185a3e45c655b960df29e41f
Weekly Dose of Movie Reviews with V & Steph,In this podcast we will have weekly movie reviews of movies different genres each week.,https://open.spotify.com/show/7buUeEUpWjpDIafpMufvC3,https://i.scdn.co/image/471442a384ed76e4879f0ef21a2c0ffcb7d74355
Studio 84's Podcast,"Welcome to our studio!, we're a premier recording space dedicated to capturing compelling stories and conversations. Our state-of-the-art facility offers top-notch equipment and a comfortable atmosphere, perfect for podcasters of all genres. Whether you're a seasoned host or just starting out, our team is here to support your creative vision. Book your session today and let's bring your podcast to life!",https://open.spotify.com/show/0YCxG5f4gWwAZaTklPnUE0,https://i.scdn.co/image/ab6765630000ba8a1d821eef28a7a3d2f351590c
Les Podcasteurs de France,"Si vous êtes un podcasteur français, vous savez peut-être à quel point il peut être difficile de trouver des invités, des partenaires ou des sponsors pour votre émission. Heureusement, il existe un groupe facebook dédié à la mise en relation des podcasteurs francophones entre eux : Podcasteurs Français. Ce groupe, créé en 2023 par SkyBohemio, un passionné de podcasts,. Il permet aux podcasteurs de tous les niveaux et de tous les genres de se faire connaître, de partager leurs conseils, leurs expériences et leurs projets, et de collaborer avec d'autres créateurs de contenu audio. Que vous soyez débutant ou confirmé, que vous parliez de politique, de sport, de culture ou de cuisine, vous trouverez forcément votre place dans ce groupe convivial et dynamique. Pour rejoindre Podcasteurs Français, il suffit de remplir un formulaire en ligne et de respecter quelques règles simples : pas de spam, pas d'insultes, pas de plagiat. Vous pourrez alors accéder à toutes les publications du groupe, participer aux discussions, proposer vos idées, solliciter des avis, et bien sûr écouter les podcasts des autres membres. Podcasteurs Français est le groupe idéal pour tous ceux qui veulent se lancer ou se perfectionner dans le podcasting, et faire partie d'une communauté soudée et enthousiaste. Alors n'hésitez plus, rejoignez Podcasteurs Français dès aujourd'hui !#podcast #podcastfr #podcastfrancais #podcastcinema #podcastlife #podcastfrançais Hébergé par Acast. Visitez acast.com/privacy pour plus d'informations.",https://open.spotify.com/show/1BkonMRt5tdXoTi0Q74FJJ,https://i.scdn.co/image/ab6765630000ba8af166abcf6afce8f51357459b
UpMovies Pro,"UpMovies is a great streaming platform for movie enthusiasts looking for a great entertainment experience. As the leading platform, UpMovies boasts an extensive library of over 400,000 movies and TV shows across a variety of genres, ensuring there is something to pique every viewer's interest.  One of the standout features that sets https://upmovies.pro/ apart is its commitment to providing a smooth, ad-free viewing experience without registration or login fees. Powered by blazing-fast servers and advanced streaming technology, UpMovies ensures buffer-free streaming that minimizes storage requirements while delivering ultra-high resolution images.  Powered by Firstory Hosting",https://open.spotify.com/show/1chM7SPiCs0yIclngZLYbS,https://i.scdn.co/image/ab6765630000ba8af0c8f84245510dab3a9c74b3
Nonfiction is my Lane | Podcast,"A literary chit-chat with seasoned nonfiction writers, sharing highlights of their humble beginnings in the nonfiction space. While breaking down the steps they've taken to condition themselves specifically for this genre. As well as sharing the ups and downs of creating the processes and workflows that keep it all running.",https://open.spotify.com/show/294HVtO3DJQfzBStPmAaYS,https://i.scdn.co/image/ab6765630000ba8a310dacd840606b89c8d181a0
HYPERKWONPEDIA,"Get the best Books, Magazines & Comics in every genre including Action, Adventure, Anime, Manga, Children & Family, Classics, Comedies, Reference, Manuals, Drama, Foreign, Horror, Music, Romance, Sci-Fi, Fantasy, Sports and many more.",https://open.spotify.com/show/2v3goPTsKFLFRkJNxs5261,https://i.scdn.co/image/ab6765630000ba8ab2cbfb8e11ef3ad58b84aa1b
All Things Publishing,"Writing a book just means writing it... right? But what about actually publishing it? Why are genre categories so important? Does age really matter? Are authors allowed to make mistakes?  There's a lot more than writing on the journey to holding your book. Join Kelsey and Uma, two hopeful debut authors, as they uncover the dark and wacky parts of the traditional publishing world you might have never thought about.",https://open.spotify.com/show/3OWzRwP1pOmzBvBaWxxt0Z,https://i.scdn.co/image/ab6765630000ba8a1d8d828848519645073bf949
