ID,Name,Description,Publisher,Total Episodes,Spotify URL,Cover Image
3RV4spMYambJ1iuNRAzC2l,Tommy Smothers - Audio Biography,"Tommy Smothers: Rebellious Half of Legendary Comedy Duo As one-half of counterculture icons the Smothers Brothers comedy team, Tommy Smothers brought subversive left-wing politics to mainstream audiences through disarmingly innocent humor on hit 1960s variety show The Smothers Brothers Comedy Hour. His clueless onstage persona sharply contrasted social consciousness off-camera as a showrunner fighting CBS censors to advance civil rights messaging and anti-establishment sentiment during the Age of Aquarius. Though short-lived, the Brothers’ taboo-busting irreverence profoundly influenced topical satire for successors like Saturday Night Live launching riotous political commentary into living rooms nationwide. Early Years Born Thomas Bolyn Smothers III in 1939 to a career army officer, he and his younger brother Dickie bounced around military bases before eventually settling in California where teacher mother introduced them to folk music sparking lifelong performance passion. Tommy mastered dexterous yo-yo tricks and throwing skills as pastimes on remote bases. After studying theater at San Jose State College, Tommy toured as solo musical comedian caricaturing familiar folk genres. Closing shows his mischievous brother Dick would emerge to playfully upstage Tommy’s earnest singing with off-key joking parody. The audience was delighted in witnessing their spontaneous onstage clashing birthed lightbulb idea trying combined shtick as a duo. Billing themselves the Smothers Brothers, their act synthesized seemingly wholesome all-American brotherly harmony with subtly subversive themes. Underdog younger Dick continually outwitted supposedly smarter Tommy via interrupting questions needling holes in big brother’s clueless authority. This cheekily irreverent dynamic played ingeniously off 1960s protests questioning institutional power and credibility. Rising Fame Signed to major comedy tours and television variety showcases like Jack Paar, adrenaline rush performing won over initially reluctant Tommy who abandoned solo singing ambitions. Their perfectly calibrated comedic personality differences proved irresistible, catapulting the Smothers Brothers to national fame practically overnight. Following standout sets on shows starring Judy Garland and Steve Allen plus quickfire comedy cameos in Hollywood films like Beach Ball and C'mon, Let's Live a Little, the Brothers landed their own sitcom on CBS. Though short-lived, The Smothers Brothers Show earned an Emmy award and cemented popularity locking cross-generational appeal. In 1967 the duo returned to CBS starring The Smothers Brothers Comedy Hour - an irreverent variety show slotted daringly at 9 PM Sundays when families and kids gathered around sets. While other hosts mostly played nice avoiding controversy, the brothers brought edgy counterculture humor addressing Vietnam, drugs, racism and religion amidst music acts like Jefferson Airplane or the Who. Catapulting youth antiwar sentiment into American households, their cheeky liberal potshots racked network alarm through sly Civil Rights shoutouts and anti-establishment swipes. The brothers’ radical reach horrified traditional viewers expecting safe superficial farce from primetime - sparking divisively soaring ratings while reactionary furor built. Rebellious Provocateurs While onscreen Tommy played the obtuse milquetoast opposite Dick’s pesky upstart, off-camera his steely leadership battled executives as the show's key writer and creative director shielding the cast from backlash amidst risky satire attuned to their college fanbase hungry for skewering hypocrisy. Sketches tackling taboo social issues brought national debates to the fore even though tension backstage boiled. Each broadcast ignited standoffs with network Standards and Practices department heads wary of alienating sponsors and Southern affiliates. The Brothers fought for every provocative joke and lyric earning exasperated rebukes or threats from the old guard. Tommy marshaled support shielding skittish staff from blowback so political potshots continued for a time letting America know where the counterculture generation stood. ‘ Alas, tensions climaxed when censors cut a comedic musical takedown of cigarette marketing evils from air reportedly under tobacco company pressure. Incensed at compromising creative control then denied the opportunity to explain the sudden omission on-air, Tommy and Dick openly revolted reading the corporation's statement of rebuttal next episode in protest. A die now cast irreconcilably, CBS canceled the hugely popular Comedy Hour mid-season after just 2 years bucking the brothers’ lockstep defiance. Their gutsy primetime rebellion breaching establishment barriers suffered martyrdom but sparked a nervous cultural awakening. America increasingly accepted dissenting views through mass media influencing election outcomes and policy shifts that decade. Later Careers Blacklisted after cancellation kept the duo off-air for three years but vivacious Tommy pivoted consulting the rising Vancouver stand-up scene while searching independent film and stage options. In 1973, the Brothers finally returned launching a self-titled NBC summer series but creative disputes prematurely scuttled potential comeback. Tommy retreated from Hollywood disenchanted for a decade nurturing a straight acting career, while slowly rebuilding rapport with estranged former partner Dick through annual concert tours capitalizing on 1960s nostalgia. Like a phoenix from ashes, Tommy Sparked unexpected third-act punchline success by directing comedian David Strathairn’s one man “Call Me Twice” show, launching an explosive career that Smothers helped shape through directing several specials and coaching complex onstage monologues channeling multiple personas. This full-circle mentorship role rejuvenated Tommy’s creative leadership itch so long smothered since his revolutionary small-screen skirmish. Reviving public performance alongside Brother Dick, the two finally mended fences for good by the late 1980s recapturing chemistry that made the Smothers Brothers legendary. Warm tributes followed in the new millennium for groundbreaking legacy advancing social commentary boundaries on network TV through cunning laughter. Though never reluctant rebels, their comedic camouflage Trojan Horse subtly brought down barriers so successors like Saturday Night Live could drive progressive discourse deeper into the American psyche. Tommy Smothers' youthful crusade blazing trail from censorship to consciousness endures decades on as triumph. Thanks for listening to Quiet Please. Remember to like and share wherever you get your podcasts.",Quiet.Please,1,https://open.spotify.com/show/3RV4spMYambJ1iuNRAzC2l,https://i.scdn.co/image/ab6765630000ba8aa954f7063348ba26521e51d4
0YwxNLDRNoKF5EDmkLLEQ1,Elles parlent,Elles parlent est un balado qui apporte une variété d'expertes et experts ensemble pour parler d'une panoplie de thèmes touchant le féminisme et la violence basée sur le genre. Animé par Karen Uwase et produit par Action ontarienne,"Karen Uwase, Action ontarienne",8,https://open.spotify.com/show/0YwxNLDRNoKF5EDmkLLEQ1,https://i.scdn.co/image/ab6765630000ba8a5ce0ee1f39dbed628d3a40e1
5hicgu4u4Uff2agGgR9BAg,CineInk Mulaqat,"This Cine Ink's series 'Mulaqat' consists of interviews in Hindi and Urdu with known and unknown newsmakers. Some of the interviews have been recorded in London, outdoor, walk-the-talk style, giving you a feel of the location. Based in London, Cine Ink is a platform of digital programmes in Hindi and Urdu. Founded by veteran broadcasters, Cine Ink has been producing podcasts in all genres, bringing you podcasts of Hindi-Urdu short stories, Kavita, Shayari, History, Culture and Politics.",Cineink,11,https://open.spotify.com/show/5hicgu4u4Uff2agGgR9BAg,https://i.scdn.co/image/fa5be6b65b21d66182e605541f3df4d91af6ba1a
3nlfuY6RUYyCUhBwHyGe3f,Writer's Voice with Francesca Rheannon,Francesca Rheannon talks to writers of all genres about matters that move us and make us think.,Francesca Rheannon,20,https://open.spotify.com/show/3nlfuY6RUYyCUhBwHyGe3f,https://i.scdn.co/image/c256b6ac43a374ea6cadb7a4be9cef3308b24b27
0F9frMqiRBn6wZXDtyj7Ui,Turning Up The Heat Radio & Podcast w/ The Heatmiser Scotty Blaze,"Jammin' some old school Roller Skating Music from the 70's 80's and even 90's. Plus some music from other genres and some of my favorites. And I'll be discussing on events of the world as I see it. Plus what's happening in Entertainment, Comics, TV, Streaming, Movies, Stock Market Gaming and much more, And I plan to have some guests on here too. That's after I get a good feel of the flow for the show. And how all this actually works. But until then, just enjoy the music my friends. And keep on Rollin' and Jammin'!!!    *All music and audio clips used are permitted by Fair Use. All rights and c",Turning Up The Heat Podcast ,27,https://open.spotify.com/show/0F9frMqiRBn6wZXDtyj7Ui,https://i.scdn.co/image/ab6765630000ba8a45de0686da80f91f6db999dd
33WkjSfdRNMIWl7A1ZO7qm,La Grande Conversation 2022,"Terra Nova se fixe l’objectif de participer à cet effort pour conforter la démocratie en luttant contre l’ascension aux extrêmes, et la disqualification de l’adversaire, en promouvant la confrontation des idées et des opinions. Pour cela nous lançons la grande conversation 2022.Notre ambition : faire vivre dans cette période électorale sensible la conversation démocratique, les échanges contradictoires d’arguments et d’idées avec les civilités qui conviennent à l’exercice. C’est le cœur de notre engagement et de notre fonction d’animation du débat public.A travers des publications, des analyses, des articles, la grande conversation 2022 donnera la parole à la contradiction et à la diversité des points de vue.A cette expression écrite doit aussi s’ajouter l’expression orale et vivante des idées, en produisant des podcasts à une voix et à deux voix.La conversation démocratique, c’est aussi le lien avec les citoyens eux-mêmes dans leur diversité. C’est pourquoi, pour la première fois dans l’histoire des think tanks généralistes français, Terra Nova a constitué avec BVA une communauté citoyenne composée de 50 personnes représentatives de la diversité de la société française, dans leur genre, leur âge, leur catégorie socio-professionnelle, leur niveau de qualification, leur origine régionale.Nous interrogerons deux fois par mois cette communauté dans la grande conversation 2022 pour lui demander de réagir aux débats de la campagne ainsi qu’à différentes propositions. De ces échanges, nous tirerons régulièrement des notes que nous rendrons publiques.La grande conversation 2022 sera l’un des lieux du débat des experts, du débat des citoyens, de l’analyse des propositions, du dialogue avec les candidats et leurs équipes. Notre objectif est simple : éclairer le choix des citoyens. Hébergé par Acast. Visitez acast.com/privacy pour plus d'informations.",Terra Nova,35,https://open.spotify.com/show/33WkjSfdRNMIWl7A1ZO7qm,https://i.scdn.co/image/ab6765630000ba8ab2c1d75e6fbc6df51beb99a0
1aaQRz33iaClxGx9sXXuQd,Novel 37,"Novel37 offers users to read books online, read novel online for free. User can listen or read free novels Online. Genres include Romance, Billionaire Romance, Fantasy, Horror...All Novels always update fastest 24/7, let 's have some fun with Novel 37",Novel 37,132,https://open.spotify.com/show/1aaQRz33iaClxGx9sXXuQd,https://i.scdn.co/image/ab6765630000ba8a4f5584f7eb387abbdea88dd1
3sXETRaUfwZ6fPPauVEV28,Les Culottées,"L'association ""Les Culottées, du Genre Humain"" est investie sur les thématiques de l'égalité et du vivre ensemble. Active du côté de Nîmes, l'asso développe de nombreuses actions dont une émission bi-mensuelle: 1 heure à parcourir l'actualité sociale bien évidemment mais aussi musicale et culturelle au sens large!  Elles déféndent donc tous les porteurs de sous-vêtements (et les autres aussi d'ailleurs) notamment sur les réseaux sociaux: leur page Facebook est accessible ici.   ",Raje,50,https://open.spotify.com/show/3sXETRaUfwZ6fPPauVEV28,https://i.scdn.co/image/a19a541be3108ef17dfd53d6eceb09f9884dbf17
6HbcrHOKdpH0tpdwohX0mS,TRIM Radio,TRIM Radio Network is a digital radio station dedicated to sharing the voices and talents of hosts from all genres.  We cut the bull and serve the truth 24/7.,TRIM Radio,25,https://open.spotify.com/show/6HbcrHOKdpH0tpdwohX0mS,https://i.scdn.co/image/ab6765630000ba8ad55dc88f14c5d9111451bc7b
6vhezJ2PxL1eosHmrQ08ZY,Speaking Frankly,"A podcast that covers all genres.  Speaking to people from all walks of life, and a journey into their minds and what led them to success or failure.",Frank Hughes,7,https://open.spotify.com/show/6vhezJ2PxL1eosHmrQ08ZY,https://i.scdn.co/image/ab6765630000ba8afd93382a17fe7502cdbd992d
2Z22mgLw5XGfHDSQ4RRn0m,KaRi from TPSradio & State of the USPS,"Listen to Interview about USPS on WZRD 88.3 fm radio Chicago Karen M. Nielsen USPS EmployeeAlso see:  UnemployDeJoy.com   and google: Dominick VS Louis DeJoy (The Guardian).   Also IWP DeJoy.Hi I'm KaRi. I started TPSradio in 1999, podcasting Feb 2005. The rage became ""Live Internet TV"" (mogulus, etc.) in 2008 and in 2012 TPS returned to cable access TV.  TPS college radio was heard on campus at CSULB via the internet, live webcast with simultaneous audio broadcast over Community Television. TPSradio also aired on Cerritos and LB City Colleges.TPSradio featured Talent, Products, and Services in The (562).  I read local newspaper headlines, spoke and wrote in dot coms about anything I wanted in ""LBweekly"" in View from the Hill Newspaper.  I micro-distributed the Newspaper (my column had listings of Art Receptions by zip code and and mentioned bands with upcoming gigs you can hear OVER LBCTelevison via Charter and ATT Uverse).  Promoted fundraisers and EXPRESS MAIL, getting things from pt A to pt B (back when it was about $22 but you can't ""sell"" anything on cable access TV).Loved street teaming timeless TPSradio on LBCTelevision postcards with upcoming events on the flipside at the coffee shops (until the franchises stopped doing that one mid-April).. When Community Television went dark in 2008, the FCC linked my website on theirs.  The page it went to had a link to the local cable TV presence I created on youtube with an array of shows produced in LBC.  I worked camera on quite a few but never wanted to be on TV myself.In addition to The Prime Spot radio show heard on cable access TV where I played all genres, my print column, radio show(s) and Live webcast, I created a newsletter that wrote itself.  HOW:  I googled key words ""562"" ""newsletter"" and ""subscribe"" to find the LOCAL newsletters.  Then, instead of subscribing  to each one independently, I subscribed as LBweekly@yahooGROUPS(.com).   So if anyone subscribed to LBweekly(.com) they would get ONE daily email called TPS eNews (The Prime Spot newsletter) which contained all of the other newsletters!I had some other ideas that were really cool and can still work but at that time no one really understood podcasting. I did a few live blues webcasts with a small asus computer from Clancy's downtown; interviewed Leo Laporte at the very first podcast Expo in Ontario CA 2005...CURRENT PROJECT while on hiatus from work:  Get rid of my boss' boss' boss' and retore TRUST IN USPS.  The Best Deal in America was the First Class Letter until the Postal Police were taken off street patrol.  PMG Louis DeJoy started June 2020 and in August ""USPS OIG KEY"" report let the thieves know how easy master keys are to get.Postmaster Louis DeJoy's brother Dominick sued him over messing with his mail and tricking him out of the trucking and delivery business.. Dominick mentioned the Glass-Steagall Act in his book of Love Poems which is odd because that has to do with commercial vs investment banks, when the banks went bust and according to ""About LDJ"" he made millions from the family business by working USPS contracts awarded without competition. ....... Some people think DeJoy is Trump's puppet.  Try the other way around.  With vast international intelligence presence, PMG LDJ has been active with the Institute of World Politics for over a decade.  DeJoy just spoke in March put the contents won't be shared... DO NOT TOUCH MY RETIREMENT OR TSP PLAN!  And remove DeJoy who should have NEVER been hired.  LOOK at all of the news videos on youtube ""Carrier Robbed"" ""Master Key Stolen.""  How many unplanned  babies have been born due to DeJoy's negligence of NOT addressing Customer concerns (delivery of birth control pills).   Postmaster Louis DeJoy is misleading the public about receive items an average of  2.5days WHEN the NON delivered items are not figured into the performance statistics.Get him out!",KaRi from TPSradio + ThePrimeSpot.TV,45,https://open.spotify.com/show/2Z22mgLw5XGfHDSQ4RRn0m,https://i.scdn.co/image/ab6765630000ba8a363dbb6112294d9c69431926
5br7rKJmcggJ83J5AqTzMh,Oralvault Radio,"Listen to “Oralvault Radio Podcasts”, providing amazing conversations, reports , talks shows, musical podcast and more across all possible genres. This Radio replay podcasts is update each day to boost your listening experience, while ensuring you don’t miss a show.Oralvault reports and commentary discusses the latest and hottest in the world of local and international breakings. We run through the pages of the newspapers, scattering locals scenes for politics, entertainment, health and lifestyle, interesting stories, fiction and biography, interesting takes in the world of sports and personal journals.    Our favouite sources local and international includes;  BBC  CNN  CHANNELS VANGUARD  AL JAZEERA  NPR BUSINESS DAY E NEWS",Oralvault Radio ,50,https://open.spotify.com/show/5br7rKJmcggJ83J5AqTzMh,https://i.scdn.co/image/ab6765630000ba8ae77113fffd24577161095609
4AKk6Ev6fyAWbplhxFK6yb,Nuitvana,"Nuitvana est un podcast unique en son genre en ce qu’il compile les  pensées semaine après semaine d’une parisienne qui seule la nuit, pense à  voix haute devant son micro. Parfois elle rêve, parfois elle  philosophe, parfois elle divague sur des sujets cruciaux, ou pas. Sois  le bienvenu chez Nuitvana, installe-toi, mets-toi à l’aise et viens  écouter cette voix qui va te bercer jusque dans la détente.  Réalisation: Moossa Mwtns  Production:   Verbalkint Netcast (Milesfender Prod)  all rights reserved © 2021  www.milesfender.com   ",Ivana De Rosnay (Verbalkint / Milesfender),33,https://open.spotify.com/show/4AKk6Ev6fyAWbplhxFK6yb,https://i.scdn.co/image/39938b206ff5de7c48d7acadf574cc83bf2f351a
3ftKe5aGad7jJD1phk81m3,Open World Chat,"Discussing all ""genre"" media and geek culture from an unapologetically progressive perspective.",John Odum and Jim Dandeneau,64,https://open.spotify.com/show/3ftKe5aGad7jJD1phk81m3,https://i.scdn.co/image/ab6765630000ba8ae74b4b9e7fa2259d4a4b5c2b
0P6SpnOoR5SkS3ZBfirqse,The Comma Press Podcast,"A new podcast from UK based independent publisher Comma Press, specialising in the short story and literature in translation.  Series Two: Futures, brings listeners 6 discussions around future-set fiction, including sci-fi, speculative fiction and future-looking literary fiction. This series takes in a number of recent and bestselling Comma titles, with episodes featuring authors, translators, editors and academics in conversation about the influence of genre, and how science-fiction and writing about the future can and has changed and expanded horizons for readers and writers.  Series One: Protest, brings listeners 6 discussions around stories featured in the Comma anthology 'Protest: Stories of Resistance'. This collection brought authors together with historians, sociologists and eyewitnesses to re-imagine key moments of British protest.",Comma Press,12,https://open.spotify.com/show/0P6SpnOoR5SkS3ZBfirqse,https://i.scdn.co/image/ab6765630000ba8ac1661f28299b60a0a4fc0df3
00NODESsgXawDrKCcOgpwe,Motståndskraft,"Året var 2016 och den Göteborgs- bosatta singer/songwritern Niina Palm, då verksam under artistnamn Unelma, stod vid ett vägskäl. Hon hade hållit på med musik länge men upplevde att det inte gick att komma någonvart. Var det fortfarande värt det eller borde hon byta planer? Frustrationen ledde till att hon skrev ett inlägg i en musikgrupp på Facebook om kulturarbetares orimliga arbetsvillkor, och hon fick ett stort gensvar. ”Äntligen vågar någon uttrycka detta”, skrev någon. En Metoo- rörelse och en Avicii-död senare, och efter att två musiker runt Niina varit nära att gå in i väggen, kände Niina att tiden var mogen för en podcast om hur man förändrar musikbranschen mot jämlikhet, mångfald och schyssta arbetsvillkor. Och nu är den här, podcasten som istället för att ensidigt prata om hur man anpassar den enskilda kulturarbetaren, lär oss att se när det är villkoren som är orimliga. Podcasten som påminner om att kulturarbetare inte är ensamma, utan kan gå ihop. Podcasten som inspirerar till att tänka nytt när det gäller hinder som tidigare setts som orubbliga, genom att intervjua personer med kunskap om just de hindren. Och sist men inte minst visar podden oss varför dessa frågor är viktiga samhällsfrågor, kulturens betydelse för demokratin.  Jag hoppas nu att ni startar en kooperativt ägd streamingstjänst för okänd musik. Skapar ett stark facklig rörelse. Organiserar er för de små scenerna. Startar en alternativ musikrörelse, som innefattar alla genres, med syftet att skapa vägar framåt för kulturutövare utifrån kvalitet, och inte kontakter, egen marknadsföringsförmåga eller tidigare framgångar. Eller något helt annat, som bara ni kan komma på! Demokrati byggs även genom gräsrotsengagemang, och detta behövs mer än någonsin i dagens läge. Vad väntar ni på? Nu åker vi!  Gäster i podden är bland andra Tomas Forssell från Nynningen, Jan Hammarlund och Linda Portnoff, f.d. VD för Musiksverige. Eric Vo på Studiohuset i Göteborg har editerat och mixat podcasten, och Rebecca Lindblad har varit marknadsföringskonsult.  Läs mer om projektet och om mig, som gjort podden, på:  www.niinapalm.se",Motståndskraft,6,https://open.spotify.com/show/00NODESsgXawDrKCcOgpwe,https://i.scdn.co/image/fe3b324579ae9955f1109b496061b6b115941f1b
2uriaHd5awncikhvZGD9eY,Running Up That Hill with Jason Hill,"My podcast will be an interesting mix of news, politics, publishing tips, but mostly interviews with other independent authors and creative people.   Jason Hill is the self-published, bestselling author of Social Hill, as well as 16 other books of various genres. He attended the University of Illinois and currently lives in San Antonio. Support this podcast: https://podcasters.spotify.com/pod/show/socialhill/support",Jason Hill,18,https://open.spotify.com/show/2uriaHd5awncikhvZGD9eY,https://i.scdn.co/image/ab6765630000ba8a573dc1cd54483fa6be00735e
7Aca7t5gCWTvKrpPb0o3UP,AJ7 Media,"album reviews (metal/rock genre) and podcast about paranormal and other topics, Follow me on insta, Youtube and Twitch @ AJ7 Media",AJ7 Media,3,https://open.spotify.com/show/7Aca7t5gCWTvKrpPb0o3UP,https://i.scdn.co/image/ab6765630000ba8a77950f58739abde5ca338862
3OHorsCocZ49ji1vV8i9I8,Les Petits Dej' de Crooner Radio,"Partagez un ""petit dej"" avec les politiques, stars du digital buziness, acteurs, chanteurs et autres personnalités d'influence...sur Crooner radio.  C’est bien connu, à Paris, le grand chic des hommes de média, politiques, milieu d’affaires c’est de se donner rendez-vous dans un endroit chic à 8h du matin pour un « petit dej' » avant de rejoindre le siège, le ministère ou le bureau …  Les endroits connus pour ce genre de rendez-vous, tel que le « Murat » porte d’Auteuil, rassemblent chaque matin des personnalités qui ont le loisir de s’observer de loin et de ne pas parler trop fort …  Crooner vous plonge dans cette ambiance « Up to date » … du politique Patrick Devedjian au romancier Eric Giacometti : café crème et croissants, so Parisian, so french !  ",Jean-Baptiste TUZET,16,https://open.spotify.com/show/3OHorsCocZ49ji1vV8i9I8,https://i.scdn.co/image/871b78dff20da2deca806544563a852a130c7243
0jGkoHPMbRwH0GVuOcSmj0,This Podcast Kills Fascists,"This podcast surrounds hate with music and forces it to surrender to love. Protest songs from all types of artists and musicians, past and present.  From various artists and genres, live, new, old, covers, parodies - we will be here filling the soundscape with protest music for today.   NOTE: All of the music used in this podcast is owned by the artists and musicians and usage is meant strictly as social and political commentary.   We thank the artists for their voices.  Music to Fuel the Resistance.",Pantheon Media,18,https://open.spotify.com/show/0jGkoHPMbRwH0GVuOcSmj0,https://i.scdn.co/image/ab6765630000ba8a94e4a8c5f3b7975bbeca87c4
1hLJyGDWN4BUonEM5ivSmX,OPP with Corey Cambridge,"Other People's Podcast highlights your favorite podcasters, and the dope shows they created. Have you ever wondered how the world's biggest podcasters rose to the top of the charts? On OPP, we interview the world's biggest podcasters and uncover the real stories of the people behind the mic. Expect to get a glimpse across all genres of podcasting from true crime to fantasy sports and hear rare insights, dope stories, and much more! Hosted on Acast. See acast.com/privacy for more information.",Corey Cambridge,106,https://open.spotify.com/show/1hLJyGDWN4BUonEM5ivSmX,https://i.scdn.co/image/ab6765630000ba8a10ca79c3f687f0b89035575a
6JPGj07uhgONwDB0hqBq0f,J'ose rebondir Liban,"Liban, août 2020. Le port de Beyrouth explose. Le peuple libanais, déjà très éprouvé par des décennies de crises, de guerres, plus récemment par la révolution d'octobre 2019 est au plus mal… tant moralement que sur les plans politique, économique et sanitaire avec la pandémie. Quelles issues, quelles solutions pour ce pays qui vit au rythme des secousses en tout genre ?Dans le podcast J'ose rebondir Liban, Podcasters media a demandé à Sophie Viguier-Vinson, journaliste, de tendre son micro durant 5 mois à 5 femmes, Guilda, Sherine, Joelle, Cynthia et Carolina, toutes entrepreneures, qui vont tenter de se reconstruire. Se reconstruire avec l'aide de Dare women, une association solidaire d'utilité publique dont la vocation est d'aider les femmes à oser, et qui leur propose un programme d'accompagnement pour soutenir leur activité professionnelle. Crédits Enquête et interview : Sophie Viguier - Direction éditoriale : Carole Renucci - Communication : Carel Didier - Suivi technique : Sacha Sebagh - Direction Artistique : Manon Renucci - Conseils : Frédérique Picard Le Bihan et Sophie de Vilmorin - Musique CDM - enregistré en partie chez Badje Auditorium - Une production Podcasters Media Hébergé par Acast. Visitez acast.com/privacy pour plus d'informations.",Podcasters Media,6,https://open.spotify.com/show/6JPGj07uhgONwDB0hqBq0f,https://i.scdn.co/image/ab6765630000ba8a6758e2e8322a6e2481799693
66BHRt41Z7bXQWXyMO2lRv,Shinigami Love Apples,"""L, did you know? Shinigami... love apples!?"" - Death NoteJoin thoroughly uncloseted otakus Pinpin and Yuuyuu for a journey to find a proper slice of life, some harems (both regular and UNO reversed), and the skills to say ""this is a pen"" in horrible American-accented Japanese.Each weekly long-form episode includes 30 minutes of entertaining weekly updates on happenings within Japanese pop culture and media including anime, music of all genres, video games, cinema, manga, popular merchandise, and more. Episodes conclude with 30 minutes of discussion of current events, Japanese cultural hot takes, and controversial spicy opinions, wrapped in a respectful, ""nihonjin""-focused attitude.Topics can be a bit triggering and often NSFW (naughty, naughty nerds... bad otaku, bad); but the podcast is always a safe space for those looking for a cultural home, LGBTQIA+ safe space, or just a place to weeb out. Hosted on Acast. See acast.com/privacy for more information.",Shinigami Pinpin and YuuYuu,14,https://open.spotify.com/show/66BHRt41Z7bXQWXyMO2lRv,https://i.scdn.co/image/ab6765630000ba8a35fb92142d4f5619d26d98ac
2EAkbicUo48GOuraCwfLUN,Snap Sessions! Podcast,"Welcome to Snap Sessions!, a podcast that looks at artists and their creative pursuits from Northern California to Europe and beyond, as well as investigating provocative articles and broadcasts across the political spectrum. On a daily basis we are overwhelmed by a variety of writings and programs in a dizzying array of venues. And scores of creative people respond in a multiplicity of imaginative genres. Snap Sessions! talks to contemporary artists about their creative ventures, and digests political articles that we miss. Hosted on Acast. See acast.com/privacy for more information.",Snap Sessions! Podcast,59,https://open.spotify.com/show/2EAkbicUo48GOuraCwfLUN,https://i.scdn.co/image/ab6765630000ba8a75f8b99acaa812f6baf7a6d6
3IO0AlXGmXrIitX3WhpMys,rue des bons-enfants,"Le capitalisme, les problématiques de genre, le patriarcat, les questions environnementales, les droits des exilé·e·s : voilà quelques-uns des sujets auxquels tu es déjà sensible. Parfois, tu sors manifester. Mais tu as conscience que ce n’est pas suffisant. Tu rêves secrètement au grand soir mais ignores encore comment y contribuer. Peut-être t’es-tu déjà impliqué·e dans des actions, mais le résultat t’a paru insatisfaisant. Bref, tu aimerais savoir comment agir et t’engager.  Ici, on va se pencher sur ces questions : on ira à la rencontre des personnes qui incarnent les luttes, dans leurs diversités d’être et d’action. On essaiera de comprendre ce qui les anime et pour quoi elles luttent. On souhaite encourager l’engagement, alimenter la réflexion, faire découvrir de nouvelles façons de lutter. Nous pensons que la réflexion sur les luttes doit être portée par les militant·e·s eux·elles mêmes. Cette réflexion doit être collective et nous aider à nous écouter et nous organiser.  C’est parti !",Sam (il),23,https://open.spotify.com/show/3IO0AlXGmXrIitX3WhpMys,https://i.scdn.co/image/ab6765630000ba8a70d9f0c132659faf764f1206
4Vi51R1jtHctPDFkMZPvJb,Radio Ponton,"Découvrez Radio Ponton, le podcast sur l’actualité de la plaisance et du nautisme.  Tous les mois, écoutez les débats passionnés des journalistes du pôle nautique des Editions Larivière avec un invité de prestige. Au programme : courses au large, croisières, nouveautés des chantiers et innovations en tout genre. Débuté en janvier 2019, ce tout nouveau podcast est idéal pour les plaisanciers en tout genre, les passionnés de la mer.",Voile & Moteur,4,https://open.spotify.com/show/4Vi51R1jtHctPDFkMZPvJb,https://i.scdn.co/image/668067f7dcbb1916a699498f6c97a8000f9f5598
2NQ1dbNgeLQpLIUCZj51zr,La Porte à Côté,"La Porte à Côté est une association d'éducation populaire ‧ Nous organisons des ateliers radio dédiés à l'Éducation aux Médias, à la création de contenus sonores et à la découverte de la radio en s’adressant à tous les publics, quelque soit le genre, l’âge ou la situation socioprofessionnelle. Hébergé par Ausha. Visitez ausha.co/fr/politique-de-confidentialite pour plus d'informations.",La Porte à Côté,3,https://open.spotify.com/show/2NQ1dbNgeLQpLIUCZj51zr,https://i.scdn.co/image/d359127de3764f13aefcac724d0986930720fc1a
3O4lxzoSM8mXtKKApJFR2U,Snap Sessions! Podcast,"Welcome to Snap Sessions!, a podcast that looks at artists and their creative pursuits from Northern California to Europe and beyond, as well as investigating provocative articles and broadcasts across the political spectrum. On a daily basis we are overwhelmed by a variety of writings and programs in a dizzying array of venues. And scores of creative people respond in a multiplicity of imaginative genres. Snap Sessions! talks to contemporary artists about their creative ventures, and digests political articles that we miss. Hosted on Acast. See acast.com/privacy for more information.",Snap Sessions! Podcast,59,https://open.spotify.com/show/3O4lxzoSM8mXtKKApJFR2U,https://i.scdn.co/image/ab6765630000ba8ad20892df0e952c7046b77fa1
5uz2WMcZobilmAsgyWHf2t,SnipSnip audio production,Bonjour et bienvenue sur ce podcast !Ici je voudrais aborder plus librement et en prenant plus de temps des sujets liés au féminisme radical et à la critique du genre.,Snipsnip_dansmonslip,1,https://open.spotify.com/show/5uz2WMcZobilmAsgyWHf2t,https://i.scdn.co/image/ab6765630000ba8a32d345c185deaac9a72d8b2f
5RrBdHD6ZJZMKzeO7YBo3w,En quête de solutions,"À l’occasion de son 75e anniversaire, SWISSAID lance le podcast « en quête de solutions – 5 facettes de la faim ». A travers cinq épisodes, SWISSAID aborde des thématiques qui sont au cœur de son action : l’égalité des genres, les matières premières, la faim, le climat et l’agroécologie. Ce podcast offre un aperçu du travail de SWISSAID, répond aux questions urgentes de notre temps et présente des solutions pour un monde sans faim.",Swissaid,5,https://open.spotify.com/show/5RrBdHD6ZJZMKzeO7YBo3w,https://i.scdn.co/image/ab6765630000ba8a1dd86e40f159192afe03a05b
02CaVZFaJlyPlpk4oWaI8t,Dr. Rayna G.,"From the prolific author in multiple genres,. Connect the mind, body and spirit from a Native American perspective as we journey through holistic health, politics, family and relationships. Find us on Amazon and Barnes and Noble.Be sure to go earthwalk-usa.NET for more info.","Dr. Rayna Gangi, Ph. D.",309,https://open.spotify.com/show/02CaVZFaJlyPlpk4oWaI8t,https://i.scdn.co/image/ab6765630000ba8a549c4a1a0bde528925c57777
